Query: 1
url=https://www.weather.gov/ numWords=616 numTitleWords=3 numOutLinks=70 numTitleMatch=1 numBodyMatch=14 pageRank=4.30492e-06 cheiRank=2.24669e-08 community=0 communityCount=27793988 rankingScore=30.9733
url=https://modernloss.com/tag/funerals-memorials/ numWords=569 numTitleWords=7 numOutLinks=4 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.77441e-08 community=0 communityCount=27793988 rankingScore=9.10316 
url=https://www.popularmechanics.com/home/food-drink/a35180245/best-air-fryers/ numWords=1370 numTitleWords=8 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=9.47522 
url=https://www.geeksforgeeks.org/multiplication/?ref=ml_lbp numWords=1926 numTitleWords=6 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70884e-08 community=0 communityCount=27793988 rankingScore=9.53275 
url=https://www.geeksforgeeks.org/multiplication/#:~:text= numWords=1926 numTitleWords=6 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70884e-08 community=0 communityCount=27793988 rankingScore=9.53275 
url=https://www.geeksforgeeks.org/real-life-applications-of-decimal-fractions/?ref=ml_lbp numWords=1586 numTitleWords=7 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70884e-08 community=0 communityCount=27793988 rankingScore=9.56922 
url=https://www.geeksforgeeks.org/real-life-applications-of-fractions/ numWords=1586 numTitleWords=7 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70884e-08 community=0 communityCount=27793988 rankingScore=9.56922 
url=https://webmasters.googleblog.com/search/label/Google%20Images numWords=1433 numTitleWords=7 numOutLinks=7 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.78395e-08 community=0 communityCount=27793988 rankingScore=9.65864 
url=https://webmasters.googleblog.com/search/label/Google%20Images numWords=1433 numTitleWords=7 numOutLinks=7 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.78395e-08 community=0 communityCount=27793988 rankingScore=9.65864 
url=https://webmasters.googleblog.com/2018/07/an-update-to-referral-source-urls-for.html numWords=615 numTitleWords=14 numOutLinks=4 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.75018e-08 community=0 communityCount=27793988 rankingScore=9.77009 
url=https://sewing.com/ numWords=561 numTitleWords=11 numOutLinks=8 numTitleMatch=0 numBodyMatch=1 pageRank=3.10683e-08 cheiRank=7.63216e-08 community=0 communityCount=27793988 rankingScore=9.79472 
Query: 54
url=https://www.ameriprise.com/ numWords=641 numTitleWords=9 numOutLinks=3 numTitleMatch=5 numBodyMatch=21 pageRank=5.69124e-08 cheiRank=1.76849e-08 community=0 communityCount=27793988 rankingScore=39.3861 
url=https://www.tchmb.org/ numWords=437 numTitleWords=1 numOutLinks=4 numTitleMatch=0 numBodyMatch=1 pageRank=1.74164e-08 cheiRank=1.89039e-08 community=0 communityCount=27793988 rankingScore=7.61113 
url=https://us.pycon.org/2013/schedule/session/9/ numWords=171 numTitleWords=4 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=7.7109 
url=https://www.sciencedaily.com/terms/urbanization.htm numWords=1297 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=7.80516 
url=https://www.sciencedaily.com/terms/chlorine.htm numWords=1311 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=7.81052 
url=https://www.actuaries.org numWords=856 numTitleWords=1 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.47016e-08 cheiRank=5.09092e-08 community=0 communityCount=27793988 rankingScore=7.81733 
url=https://www.sciencedaily.com/terms/archaeology.htm numWords=1338 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=7.82071 
url=https://cviog.uga.edu/contact-us.html numWords=367 numTitleWords=2 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.71539e-08 community=0 communityCount=27793988 rankingScore=7.85776 
url=https://vpadvisor.com numWords=365 numTitleWords=2 numOutLinks=4 numTitleMatch=0 numBodyMatch=1 pageRank=1.46566e-08 cheiRank=6.91815e-08 community=0 communityCount=27793988 rankingScore=8.01499 
url=https://vpadvisor.com/ numWords=365 numTitleWords=2 numOutLinks=4 numTitleMatch=0 numBodyMatch=1 pageRank=2.39977e-08 cheiRank=6.91815e-08 community=0 communityCount=27793988 rankingScore=8.04248 
url=https://www.uhfcu.com/atms/ numWords=331 numTitleWords=2 numOutLinks=8 numTitleMatch=0 numBodyMatch=1 pageRank=1.3553e-08 cheiRank=6.19803e-08 community=0 communityCount=27793988 rankingScore=8.06702 
Query: 57
url=https://www.wired.com/category/business/ numWords=848 numTitleWords=8 numOutLinks=9 numTitleMatch=1 numBodyMatch=0 pageRank=9.40928e-09 cheiRank=1.70965e-08 community=0 communityCount=27793988 rankingScore=13.0232 
url=https://techcrunch.com/ numWords=738 numTitleWords=12 numOutLinks=8 numTitleMatch=4 numBodyMatch=1 pageRank=1.16495e-05 cheiRank=0 community=0 communityCount=0 rankingScore=33.482 
url=https://news.crunchbase.com/ numWords=598 numTitleWords=12 numOutLinks=5 numTitleMatch=1 numBodyMatch=8 pageRank=2.257e-06 cheiRank=1.71812e-08 community=0 communityCount=27793988 rankingScore=27.615 
url=https://geekzventures.org/ numWords=180 numTitleWords=2 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.045e-08 cheiRank=2.1468e-08 community=100 communityCount=13 rankingScore=7.3759 
url=https://thoughtbot.com/blog?page=3 numWords=435 numTitleWords=1 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.73135e-08 community=0 communityCount=27793988 rankingScore=7.47985 
url=https://venturelab.gatech.edu numWords=179 numTitleWords=2 numOutLinks=9 numTitleMatch=0 numBodyMatch=1 pageRank=9.55089e-09 cheiRank=1.93742e-08 community=0 communityCount=27793988 rankingScore=7.68824 
url=https://83north.com numWords=236 numTitleWords=1 numOutLinks=28 numTitleMatch=0 numBodyMatch=1 pageRank=1.04532e-08 cheiRank=7.21094e-08 community=100 communityCount=33 rankingScore=7.73683 
url=https://83north.com numWords=236 numTitleWords=1 numOutLinks=28 numTitleMatch=0 numBodyMatch=1 pageRank=1.04532e-08 cheiRank=7.21094e-08 community=100 communityCount=33 rankingScore=7.73683 
url=https://ebtc.eu/earth_day.php numWords=448 numTitleWords=1 numOutLinks=5 numTitleMatch=0 numBodyMatch=1 pageRank=2.86439e-08 cheiRank=4.73432e-08 community=0 communityCount=27793988 rankingScore=7.74798 
url=https://www.readhealthy.net/ numWords=771 numTitleWords=1 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=1.0985e-08 cheiRank=2.97188e-08 community=0 communityCount=27793988 rankingScore=7.79444 
url=https://www.83north.com numWords=236 numTitleWords=1 numOutLinks=28 numTitleMatch=0 numBodyMatch=1 pageRank=4.2823e-08 cheiRank=7.21094e-08 community=100 communityCount=33 rankingScore=7.83142 
url=https://www.83north.com/ numWords=236 numTitleWords=1 numOutLinks=28 numTitleMatch=0 numBodyMatch=1 pageRank=5.32874e-08 cheiRank=7.21094e-08 community=100 communityCount=33 rankingScore=7.86138 
url=https://www.83north.com/ numWords=236 numTitleWords=1 numOutLinks=28 numTitleMatch=0 numBodyMatch=1 pageRank=5.32874e-08 cheiRank=7.21094e-08 community=100 communityCount=33 rankingScore=7.86138 
Query: 58
url=https://en.wikipedia.org/wiki/Machine_learning numWords=11936 numTitleWords=3 numOutLinks=4 numTitleMatch=2 numBodyMatch=657 pageRank=9.40928e-09 cheiRank=0 community=0 communityCount=0 rankingScore=49.8641 
url=https://asilomarssc.org/ numWords=181 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.00508e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=6.82478 
url=https://asilomarssc.org numWords=181 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.06923e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=6.82668 
url=https://utkarsh530.github.io/ numWords=185 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.62848e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=6.8541 
url=https://yeauxji.github.io numWords=78 numTitleWords=2 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=2.9629e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=6.87056 
url=https://training.resources.awscloud.com/partner-certification-readiness/log-into-skill-builder-as-a-partner numWords=233 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=6.94853 
url=https://scijava.org numWords=185 numTitleWords=1 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=9.98188e-09 cheiRank=3.81448e-08 community=0 communityCount=27793988 rankingScore=7.01505 
url=https://scijava.org/ numWords=185 numTitleWords=1 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.47924e-08 cheiRank=3.81448e-08 community=0 communityCount=27793988 rankingScore=7.02931 
url=https://www.sfu.ca/~changboq/ numWords=137 numTitleWords=1 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.29713e-08 cheiRank=1.29124e-07 community=0 communityCount=27793988 rankingScore=7.04269 
url=https://education.tum-ai.com/ numWords=97 numTitleWords=1 numOutLinks=5 numTitleMatch=0 numBodyMatch=1 pageRank=2.67713e-08 cheiRank=9.42899e-08 community=0 communityCount=27793988 rankingScore=7.06919 
url=https://maegantucker.com/ numWords=70 numTitleWords=2 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=1.07258e-08 cheiRank=4.16682e-08 community=0 communityCount=27793988 rankingScore=7.0866 
Query: 61
url=https://tst7v7.com/ numWords=512 numTitleWords=7 numOutLinks=21 numTitleMatch=2 numBodyMatch=1 pageRank=1.34163e-08 cheiRank=5.24603e-08 community=0 communityCount=27793988 rankingScore=20.4119 
url=https://www.espn.com/nba/team/injuries/_/name/cha/charlotte-hornets numWords=234 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.04927 
url=https://www.espn.com/nba/team/injuries/_/name/ind/indiana-pacers numWords=265 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.11123 
url=https://www.espn.com/nba/team/injuries/_/name/mil/milwaukee-bucks numWords=277 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.13329 
url=https://www.espn.com/nba/team/roster/_/name/mil/milwaukee-bucks numWords=336 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.22952 
url=https://www.espn.com/nba/team/roster/_/name/ind/indiana-pacers numWords=337 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.231 
url=https://www.espn.com/nba/team/roster/_/name/cha/sort/age/dir/asc/charlotte-hornets numWords=340 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.23542 
url=https://www.espn.com/nba/team/roster/_/name/cha/sort/height/dir/asc/charlotte-hornets numWords=340 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.23542 
url=https://www.espn.com/nba/team/roster/_/name/cha/charlotte-hornets numWords=340 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.23542 
url=https://www.espn.com/nba/team/roster/_/name/cha/sort/age/dir/desc/charlotte-hornets numWords=340 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.23542 
url=https://www.espn.com/nba/team/roster/_/name/cha/sort/salary/dir/asc/charlotte-hornets numWords=340 numTitleWords=5 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.23542 
Query: 65
url=https://safety.google/security/security-tips/ numWords=1228 numTitleWords=10 numOutLinks=10 numTitleMatch=2 numBodyMatch=9 pageRank=9.40928e-09 cheiRank=1.82585e-08 community=0 communityCount=27793988 rankingScore=28.9978 
url=https://www.signupgenius.com/go/70a0c45a8a82aa64-class1 numWords=45 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=6.82833 
url=https://www.signupgenius.com/go/10C0B48AEAA23ABFEC52-54715726-gettested numWords=45 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=6.82833 
url=https://www.signupgenius.com/go/10C0B48AEAA23ABFEC52-54712439-canvassing numWords=45 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=6.82833 
url=https://www.signupgenius.com/go/10c0d4daba72cabf9c16-accuplacer1 numWords=45 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=6.82833 
url=https://www.signupgenius.com/index.cfm?go=s.signup&id=6290655&themeoverride=535 numWords=45 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=6.82833 
url=https://www.signupgenius.com/go/10C0B48AEAA23ABFEC52-53259405-easy numWords=45 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=6.82833 
url=https://www.signupgenius.com/index.cfm?go=s.signup&id=6290655&themeoverride=297 numWords=45 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=6.82833 
url=https://www.signupgenius.com/go/10C0B48AEAA23ABFEC52-53375294-easy numWords=45 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=6.82833 
url=https://tinyurl.com/KEGREG25 numWords=46 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.93154e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=6.84064 
url=https://diegoe.be numWords=154 numTitleWords=1 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.83485e-09 cheiRank=4.2703e-08 community=0 communityCount=27793988 rankingScore=7.01331 
Query: 67
url=https://www.careeronestop.org/JobSearch/Resumes/ResumeGuide/introduction.aspx numWords=370 numTitleWords=6 numOutLinks=2 numTitleMatch=2 numBodyMatch=14 pageRank=9.40928e-09 cheiRank=0 community=0 communityCount=0 rankingScore=29.6802 
url=https://mdes.ms.gov/i-need-a-job/job-search/ numWords=583 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=8.09896 
url=https://www.tenpenjenn.com numWords=389 numTitleWords=2 numOutLinks=12 numTitleMatch=0 numBodyMatch=1 pageRank=9.8728e-09 cheiRank=1.35995e-07 community=0 communityCount=27793988 rankingScore=8.3449 
url=https://www.census.gov/about/census-careers/resources.html numWords=398 numTitleWords=3 numOutLinks=14 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.71183e-08 community=0 communityCount=27793988 rankingScore=8.45016 
url=https://cimis.water.ca.gov/ numWords=4538 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.77394e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.45575 
url=https://dmitri.shuralyov.com numWords=1535 numTitleWords=2 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.34125e-08 cheiRank=2.97188e-08 community=0 communityCount=27793988 rankingScore=8.46999 
url=https://tcm-sec.com/tag/htb/ numWords=264 numTitleWords=3 numOutLinks=12 numTitleMatch=0 numBodyMatch=1 pageRank=2.89728e-08 cheiRank=1.30688e-07 community=0 communityCount=27793988 rankingScore=8.48622 
url=https://jacktcollins.com/ numWords=659 numTitleWords=2 numOutLinks=7 numTitleMatch=0 numBodyMatch=1 pageRank=2.44874e-08 cheiRank=1.01859e-07 community=0 communityCount=27793988 rankingScore=8.49293 
url=https://tcm-sec.com/tag/owasp/ numWords=271 numTitleWords=3 numOutLinks=12 numTitleMatch=0 numBodyMatch=1 pageRank=2.89728e-08 cheiRank=1.30688e-07 community=0 communityCount=27793988 rankingScore=8.49926 
url=https://tcm-sec.com/tag/uart/ numWords=274 numTitleWords=3 numOutLinks=12 numTitleMatch=0 numBodyMatch=1 pageRank=2.89728e-08 cheiRank=1.30688e-07 community=0 communityCount=27793988 rankingScore=8.50474 
url=https://tcm-sec.com/tag/ctfs/ numWords=275 numTitleWords=3 numOutLinks=12 numTitleMatch=0 numBodyMatch=1 pageRank=2.89728e-08 cheiRank=1.30688e-07 community=0 communityCount=27793988 rankingScore=8.50656 
Query: 68
url=https://www.irs.gov/filing/irs-free-file-do-your-taxes-for-free numWords=1777 numTitleWords=12 numOutLinks=16 numTitleMatch=2 numBodyMatch=41 pageRank=9.40928e-09 cheiRank=1.75531e-08 community=0 communityCount=27793988 rankingScore=36.6106 
url=https://backlinko.com/best-free-seo-tools numWords=5130 numTitleWords=11 numOutLinks=17 numTitleMatch=2 numBodyMatch=88 pageRank=9.40928e-09 cheiRank=3.6518e-08 community=0 communityCount=27793988 rankingScore=40.8636 
url=https://www.emulator-zone.com/doc.php/utilities/ numWords=301 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=100 communityCount=1 rankingScore=7.07608 
url=https://projectframe.how/ numWords=573 numTitleWords=1 numOutLinks=1 numTitleMatch=0 numBodyMatch=1 pageRank=1.35436e-08 cheiRank=1.74466e-08 community=0 communityCount=27793988 rankingScore=7.54878 
url=https://www.smartcustody.com/index.html numWords=432 numTitleWords=1 numOutLinks=5 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.78523e-08 community=0 communityCount=27793988 rankingScore=7.61609 
url=https://www.jacobserfaty.com/ numWords=641 numTitleWords=1 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.76168e-09 cheiRank=8.16592e-08 community=0 communityCount=27793988 rankingScore=7.79704 
url=https://districtr.org numWords=561 numTitleWords=1 numOutLinks=6 numTitleMatch=0 numBodyMatch=1 pageRank=1.77748e-08 cheiRank=5.47359e-08 community=0 communityCount=27793988 rankingScore=7.87325 
url=https://tinkertanker.com numWords=291 numTitleWords=1 numOutLinks=15 numTitleMatch=0 numBodyMatch=1 pageRank=2.43896e-08 cheiRank=1.70208e-07 community=0 communityCount=27793988 rankingScore=7.93843 
url=https://marsx.dev/about/ numWords=178 numTitleWords=2 numOutLinks=12 numTitleMatch=0 numBodyMatch=1 pageRank=2.43584e-08 cheiRank=1.057e-07 community=0 communityCount=27793988 rankingScore=7.94419 
url=https://www.cdw.ca numWords=455 numTitleWords=3 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=9.51523e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=7.97558 
url=https://wn.com/Snapseed numWords=395 numTitleWords=1 numOutLinks=33 numTitleMatch=0 numBodyMatch=1 pageRank=1.05032e-08 cheiRank=4.95821e-08 community=0 communityCount=27793988 rankingScore=7.98299 
url=https://gardens.dev/ numWords=1942 numTitleWords=1 numOutLinks=0 numTitleMatch=0 numBodyMatch=1 pageRank=1.80998e-08 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.03258 
Query: 72
url=https://www.guitarworld.com/gear/best-acoustic-guitars numWords=7524 numTitleWords=13 numOutLinks=18 numTitleMatch=2 numBodyMatch=307 pageRank=9.40928e-09 cheiRank=1.94461e-08 community=0 communityCount=27793988 rankingScore=47.3942 
url=https://www.gearpatrol.com/audio/ numWords=716 numTitleWords=1 numOutLinks=5 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.71955e-08 community=0 communityCount=27793988 rankingScore=7.86697 
url=https://www.gearpatrol.com/home-hifi/ numWords=680 numTitleWords=3 numOutLinks=5 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.71955e-08 community=0 communityCount=27793988 rankingScore=8.53436 
url=https://en.wikipedia.org/wiki/Jason_Wade numWords=848 numTitleWords=3 numOutLinks=3 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.5633 
url=https://en.wikipedia.org/w/index.php?title=Chris_Lord-Alge&amp;oldid=1272147000 numWords=781 numTitleWords=4 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.68781 
url=https://en.wikipedia.org/w/index.php?title=Chris_Lord-Alge&amp;action=history numWords=781 numTitleWords=4 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.68781 
url=https://en.wikipedia.org/w/index.php?title=Chris_Lord-Alge&amp;action=info numWords=781 numTitleWords=4 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.68781 
url=https://en.wikipedia.org/w/index.php?title=Chris_Lord-Alge&amp;action=edit numWords=781 numTitleWords=4 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.68781 
url=https://en.wikipedia.org/w/index.php?title=Chris_Lord-Alge&amp;action=edit&amp;section=3 numWords=781 numTitleWords=4 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.68781 
url=https://en.wikipedia.org/wiki/Chris_Lord-Alge numWords=781 numTitleWords=4 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.68781 
url=https://en.wikipedia.org/w/index.php?title=Chris_Lord-Alge&amp;action=edit&amp;section=2 numWords=781 numTitleWords=4 numOutLinks=2 numTitleMatch=0 numBodyMatch=1 pageRank=9.40928e-09 cheiRank=1.70883e-08 community=0 communityCount=27793988 rankingScore=8.68781 
Match count: 54
